# Iliadis et al. (2001, ApJS 134, 151), Tables 3-9: recommended reaction rates.
# Reformatted from ~/Documents/NuGrid/nuppn/bckup/NovaProject_0.2/references/iliadis2001_table03-09.dat
# (digitized from the paper's PDF tables) into ReacNetJl's per-reaction block format.
reaction: p ne20 -> na21 ; label: 20Ne(p,g)21Na ; table: 3 ; variant: standard
0.4 0.0515
0.5 0.681
0.6 3.86
0.7 13.7
0.8 36.8
0.9 83.9
1.0 172.0
1.5 2710.0
2.0 16900.0
3.0 145000.0
4.0 504000.0
5.0 1.35e6
6.0 2.93e6
7.0 5.5e6
8.0 8.82e6
9.0 1.21e7
10.0 1.41e7
end
reaction: p si26 -> p27 ; label: 26Si(p,g)27P ; table: 5 ; variant: standard
0.01 4.7e-40
0.015 6.71e-34
0.02 5.09e-30
0.03 3.69e-25
0.04 4.26e-22
0.05 6.39e-20
0.06 2.91e-18
0.07 6.11e-17
0.08 7.69e-16
0.09 9.61e-15
0.1 2.67e-13
0.15 6.38e-8
0.2 2.98e-5
0.3 0.0116
0.4 0.202
0.5 1.04
0.6 2.95
0.7 5.99
0.8 9.93
0.9 14.4
1.0 19.0
1.5 39.1
2.0 50.7
3.0 66.9
4.0 104.0
5.0 186.0
6.0 331.0
7.0 549.0
8.0 847.0
9.0 1230.0
10.0 1690.0
end
reaction: p si27 -> p28 ; label: 27Si(p,g)28P ; table: 5 ; variant: standard
0.01 9.15e-33
0.015 1.41e-26
0.02 1.54e-23
0.03 5.35e-20
0.04 4.61e-17
0.05 3.22e-15
0.06 1.22e-13
0.07 4.23e-12
0.08 7.39e-11
0.09 6.91e-10
0.1 4.09e-9
0.15 7.72e-7
0.2 2.05e-5
0.3 0.00476
0.4 0.0848
0.5 0.46
0.6 1.39
0.7 3.07
0.8 5.55
0.9 8.84
1.0 12.8
1.5 49.1
2.0 100.0
3.0 221.0
4.0 349.0
5.0 480.0
6.0 615.0
7.0 755.0
8.0 899.0
9.0 1040.0
10.0 1190.0
end
reaction: p si28 -> p29 ; label: 28Si(p,g)29P ; table: 6 ; variant: standard
0.03 5.97e-25
0.04 6.61e-22
0.05 9.63e-20
0.06 4.29e-18
0.07 8.87e-17
0.08 1.08e-15
0.09 9.01e-15
0.1 6.44e-14
0.15 5.46e-9
0.2 3.59e-6
0.3 0.00198
0.4 0.0411
0.5 0.235
0.6 0.714
0.7 1.52
0.8 2.62
0.9 3.92
1.0 5.33
1.5 12.9
2.0 29.3
3.0 185.0
4.0 382.0
5.0 651.0
6.0 992.0
7.0 1410.0
8.0 1900.0
9.0 2480.0
10.0 3160.0
end
reaction: p si29 -> p30 ; label: 29Si(p,g)30P ; table: 6 ; variant: standard
0.01 2.86e-39
0.015 3.59e-33
0.02 2.53e-29
0.03 1.17e-22
0.04 2.39e-18
0.05 8.61e-16
0.06 4.14e-14
0.07 6.36e-13
0.08 4.81e-12
0.09 2.31e-11
0.1 9.03e-11
0.15 1.07e-6
0.2 0.000321
0.3 0.105
0.4 2.11
0.5 12.9
0.6 42.3
0.7 97.5
0.8 179.0
0.9 285.0
1.0 410.0
1.5 1150.0
2.0 1870.0
3.0 3280.0
4.0 5110.0
5.0 7070.0
6.0 9340.0
7.0 11600.0
8.0 13500.0
9.0 14000.0
10.0 14300.0
end
reaction: p si30 -> p31 ; label: 30Si(p,g)31P ; table: 6 ; variant: standard
0.01 1.23e-35
0.015 3.53e-27
0.02 5.25e-23
0.03 6.54e-19
0.04 6.42e-17
0.05 9.33e-16
0.06 5.31e-15
0.07 1.82e-14
0.08 4.98e-14
0.09 1.53e-13
0.1 6.04e-13
0.15 8.58e-10
0.2 1.41e-6
0.3 0.00322
0.4 0.173
0.5 2.14
0.6 12.2
0.7 43.1
0.8 111.0
0.9 234.0
1.0 422.0
1.5 2370.0
2.0 5510.0
3.0 12900.0
4.0 25400.0
5.0 40400.0
6.0 56800.0
7.0 73900.0
8.0 90600.0
9.0 107000.0
10.0 123000.0
end
reaction: p p27 -> s28 ; label: 27P(p,g)28S ; table: 6 ; variant: standard
0.01 3.0e-42
0.015 7.32e-36
0.02 7.79e-32
0.03 8.64e-27
0.04 1.31e-23
